win_id,target,x_img_px,y_img_px,x_win_px,y_win_px,x_um,y_um
A3_w1,6,523.1805480513146,108.77462511304844,486.18054805131464,71.77462511304844,448.37206740329617,842.9381715225286
A3_w1,7,325.01050503751554,430.58395795451173,288.01050503751554,393.58395795451173,394.1326784731854,931.0177889050215
A3_w1,8,228.884938683047,227.05050188391908,191.884938683047,190.05050188391908,367.82299058931017,875.3104271049649
A3_w1,9,333.0247626135926,563.6128286953209,296.0247626135926,526.6128286953209,396.32619080756314,967.4279574113772
A3_w1,10,559.7907488305118,499.14280078882217,522.7907488305118,462.14280078882217,458.39232520146425,949.7824300411672
A3_w2,1,114.745865029579,92.19949648237287,77.745865029579,55.199496482372865,817.7497846452266,68.47991549802678
A3_w2,2,308.530706994291,191.29095007511552,271.530706994291,154.29095007511552,870.7889385568608,95.60137043303196
A3_w2,3,350.0576390402573,450.5131918498549,313.0576390402573,413.5131918498549,882.1549118596904,166.5508226162575
A3_w2,4,239.8250677526459,525.9214779840163,202.8250677526459,488.9214779840163,851.9841190602026,187.19016496074624
A3_w2,5,473.977400812038,134.26896674305343,436.977400812038,97.26896674305343,916.0719058343966,79.99438218961393
A3_w2,6,148.42643760569072,210.01507914267017,111.42643760569072,173.01507914267017,826.968199535601,100.72618800599868
A3_w2,7,550.658452630978,430.2079593576317,513.658452630978,393.2079593576317,937.0596057406223,160.99325505603184
A3_w2,8,532.205718688052,301.5971338018975,495.205718688052,264.5971338018975,932.0090693531193,125.79231104930145
A3_w2,9,181.65250528440876,413.81883445608014,144.65250528440876,376.81883445608014,836.0622158664078,156.50753104729498
A3_w2,10,89.85953406449124,320.2192556140373,52.85953406449124,283.2192556140373,810.938364696325,130.88920910872318
A3_w3,1,235.82868461610047,245.95238972137705,198.82868461610047,208.95238972137705,785.20200345274,181.72460049709227
A3_w3,2,389.9592642762656,69.51233965163499,352.9592642762656,32.51233965163499,827.3877361148103,133.43273784702177
A3_w3,3,90.2329808184639,455.5027862588638,53.2329808184639,418.5027862588638,745.3522770019902,239.078806437615
A3_w3,4,355.82293325489763,545.6774990288885,318.82293325489763,508.6774990288885,818.0445795672484,263.7597382435077
A3_w3,5,77.82925512701266,275.93777183269754,40.82925512701266,238.93777183269754,741.9573617477497,189.9316371299735
A3_w3,6,218.48612536965067,136.83977074810062,181.48612536965067,99.83977074810062,780.455323269872,151.86034004849148
A3_w3,7,547.0324894221012,176.4940941662834,510.0324894221012,139.4940941662834,870.3788745312186,162.713778024934
A3_w3,8,105.23080214591272,108.19986402954163,68.23080214591272,71.19986402954163,749.4571994802436,144.02156171547247
A3_w3,9,497.1078516608889,504.18339642942976,460.1078516608889,467.18339642942976,856.7144386581501,252.4027504012976
A3_w3,10,348.41445134791115,217.2186254724938,311.41445134791115,180.2186254724938,816.0168687920798,173.860133240491
A3_w4,1,304.8368525324698,469.4196151058329,267.8368525324698,432.4196151058329,319.9121102069935,355.3790745925511
